id,latitude,longitude,area_sqm
b236dcb9-d602-4bfa-8ce5-df265b05baef,32.7561013431881,-96.86456213018376,14184.144426633347
502490e8-daf0-4ee9-8c2a-63455c7ccb8c,32.75430302025042,-96.89510396641337,48307.74749210174
317b50fc-1fbf-4476-a94f-b8975ba43c34,32.755883688281266,-96.87206681551712,13746.07939588438
92187d05-8ea2-4523-9da4-c6733a64d930,32.75455143956402,-96.87846339953401,33725.669554811975
51b0df8d-3e46-41c0-9631-0e390bd9c229,32.752977992142,-96.88952528915355,47521.97872198207
1d962796-1e10-4849-8e2f-f740fffeeca3,32.75187168719113,-96.87825207513067,42320.86755214857
80e6973e-2953-40c4-b1e1-499472469d53,32.75149537914331,-96.88213098100891,43401.15560049918
e4cab1b3-5c33-4343-a933-cac5cf624815,32.75302496358527,-96.88565992520388,33461.94395349092
e05ab8b1-a9b1-4439-a698-5d2309f57a0b,32.75072970157293,-96.895534646423,14743.380431614958
99f834c1-8215-47b4-8155-c481f76053db,32.751175077472304,-96.88591632148403,63341.386314361414
ae9af7d2-2247-41af-9aa4-91720eddd3ad,32.75557181203985,-96.94551809667695,135529.560312278
6d61f79a-eb06-4d6c-bcf3-4e864786d9af,32.75551929999999,-96.94856095,138694.8969198455
7be49f96-4213-43a1-b6c3-8cf663aa7d24,32.75200955289571,-96.89399612526124,29155.56907226079
d91ddc58-e1e1-4609-8d51-311e2f88fde3,32.75210260778496,-96.93110074172738,9386.490140788996
63d59d30-48da-40d6-a222-091ccf1f1d29,32.750947215381984,-96.89016398474128,18103.092073938606
edee490e-c17b-4551-a8dd-0636f127f7a2,32.75050595326456,-96.94158546946322,9669.323656574814
20314402-04f8-4219-94a6-e6e206aa0573,32.755735562320055,-96.90423038073102,113778.97744754195
77598c62-1d48-4a83-a4fd-3771677f6302,32.753474087305435,-96.88185426925851,32659.906462505918
93e5793d-6d09-4657-8d35-f336eb1ed222,32.80628259157178,-96.89248676349024,11150.248653617944
10757bb1-2203-47c5-abce-1efb437a4ae0,32.81911082501514,-96.9228404944469,9827.50590162753
db122057-e9f8-48c8-90bf-12216f27bcf8,32.815749169616616,-96.93967066442848,15876.47475317794
11bebdeb-5289-476d-8314-be577e4bd696,32.82046754425887,-96.90720372771486,13732.577415567272
32160d5d-39ec-405c-a49c-0b80b859774b,32.760663896353115,-96.91902976328616,10465.027256336018
83867b8c-9f33-47a6-afb0-b3f1e3bfe3b1,32.81119069696293,-96.89944370058973,12312.786763791893
436d2c30-1159-4df3-8398-3625e0d86cd1,32.77171404311164,-96.88678996902975,35938.30323763484
fe7abaa2-04e7-4a98-804b-489dcb9a6d67,32.80548447458192,-96.87080209758825,25897.86162823851
e8e03475-b31d-4cc1-88ff-8c56504bc026,32.805744065978814,-96.86990399136134,32750.930785804834
7d7ab1b1-2032-4e40-b00b-69b50912c8ae,32.821872263157815,-96.91823529914731,44922.90218862762
b7e15d6f-5a2b-4ab7-82d3-9f0f13fa7b3b,32.79279127950537,-96.94676176159024,38106.16206287193
b5c5c930-c823-4b1d-a334-1da9b65ca496,32.81742410178162,-96.88682530221557,13339.480955137413
bd788202-6b90-4ca9-b999-42214dc12b34,32.80494565081074,-96.86778901693766,15245.813767264186
7804c8ec-ee2b-4c2b-9ce7-d8907d13de6a,32.82991314747545,-96.94566511893424,13398.068945975583
06fb0f0c-112d-45e2-bcc0-beefdcc5fe21,32.825006142368174,-96.87373411647079,9431.504503120068
07675b24-8b0d-4581-aacb-31c2cf4d17a1,32.76581735,-96.88395474999999,37085.56963152931
b2c74bda-9f8d-4415-959c-f02d36456200,32.82934089408195,-96.91559157920666,13700.74009558268
e172c163-554b-4aba-8ca6-eb6d1f5fea3f,32.762631112544405,-96.89727267449527,29236.070584203677
b758860c-2e23-4a5a-be2b-b59625ce7231,32.82010078936496,-96.87874510578787,17308.523436594314
6184364d-f3e1-449e-b371-633859ec543c,32.81638991955114,-96.90083970223831,9774.528392777274
eff471d1-5679-45a6-b418-83f72b4f3613,32.76984607066589,-96.86164927464993,16228.380435852585
90e0a180-1f61-419b-bc22-d6f049446a19,32.815809979527316,-96.88490564259467,9583.51182209296
5a3714e7-cbbf-4c27-9029-edf204c8b081,32.81071148790403,-96.90158585342537,24742.962792284852
ff88bda7-9f1d-4a19-b79e-a34ec3950d18,32.81086957748784,-96.8839314908467,10113.787328036253
c9e7e238-cbda-4bac-b8ec-7fc70c380fe8,32.76393122070661,-96.90681939573625,80476.38237472567
be9ab46a-8da4-41a1-9376-f9833f5adc22,32.822355709389605,-96.93089753173994,12820.56076948528
1869c14b-a095-4b33-b787-293f881f2748,32.809777919736945,-96.88810739297669,18079.34974478842
51788306-99e0-489b-91ca-4918f2794932,32.83024231486973,-96.88132224646846,48530.202171308505
1f0d7c65-2739-4ff7-8a86-8ccb1ce584bc,32.783909551789485,-96.8620159323348,11270.054456828128
e8fb3825-56a5-4cc7-8e19-2ca319a61d8a,32.77029896631627,-96.890127181114,15422.010863385389
880e37a3-2720-43b5-b7d0-6195e09686f4,32.80695488603391,-96.86858877532195,10663.413605644073
f6a04ea0-0207-4b6d-9e85-5d915fb0307c,32.820720675245376,-96.88372507173834,24780.807469198986
e50ae12e-c5d1-4f45-b4ca-4c616d2a5cfa,32.77359197444125,-96.86156944835301,12751.73860575539
391e4159-df26-4efc-b49f-c1b4fdf4bb3e,32.761090923160204,-96.94857472298422,24074.92502368543
bc744316-2a46-4f8d-9cfb-0044de3ebaa3,32.770292711118024,-96.88685892035787,32234.57756877558
e7d71508-7930-4b64-a310-02516c328bde,32.82021580953124,-96.91539443765699,30863.90275409698
6b23e189-db03-4c1b-8505-62d35c812295,32.77054165,-96.88307985,14231.462732628741
17aac94b-126b-4504-88d5-71a42c628d45,32.759906750260164,-96.9457017053184,28524.882030952307
ee38a1e7-8a39-4ba0-82ea-b5b79ed0ba91,32.764524955674275,-96.90126327960839,21050.279022650124
d45d294c-11d8-4966-9b42-854ce843dd57,32.78087410277038,-96.87251930774457,31626.16482838095
0eb0d20e-926c-4dca-bd63-1b727c032be6,32.81036092270503,-96.87859233559075,31437.279991509124
dc0ef0bf-f01e-4687-a584-b6d41d07d9d3,32.80974138980791,-96.87688575554229,61814.84827761217
700b4bbe-40ed-4488-a3cd-698550b38cb2,32.805256800659,-96.88179542567002,20013.268864105063
15706ffa-733e-40cb-905c-a20905e7353a,32.80341461698025,-96.88424583481694,24263.18578820536
30ced334-c1c1-4083-832a-463212a84525,32.769358055402876,-96.89019030228378,15956.795747062884
ce93f3be-324f-45a4-a7d3-692265cc0139,32.82316738150103,-96.93652517898563,22352.757502610362
6fd66a23-38ef-4dad-9773-93c3baf6ca1c,32.774240263677854,-96.86309829404254,11257.332010528338
0d1ba021-8e19-49b3-a0b8-6c6aab2cc119,32.81767540452529,-96.87822676454807,10094.749140237722
05991cb6-e83b-4878-af83-82f5e13ff47f,32.769426621252606,-96.8874188217697,23127.322003887464
46a192b8-fad2-45d8-af50-d5e8fbdf7073,32.82074570288735,-96.8917508387427,12718.566649221026
94ff3e55-d1ff-4b56-8af5-865fa12f4379,32.76300249400797,-96.86577229297001,12716.804275451
233a2539-c17a-4156-aaec-59e90b28e935,32.81036053111135,-96.87083129619947,10197.400188423315
a9336a71-0b4f-45d3-9370-f3419ce1be4a,32.77948995314278,-96.90013358437825,9429.016524316388
80ea4ce1-8de0-4f38-9522-38f4b962daf5,32.82188405467314,-96.9156438883385,32358.837931435548
c93bd97c-abe6-4b67-a55b-0faa21d0827e,32.77522021984994,-96.88093147259272,31891.927348240504
237d2702-cfd8-4def-9f3c-11f1cb0bd880,32.82181361600384,-96.87953719618058,9722.394307960893
d8b01e23-9cd5-4fe0-b2dd-8c95a7263e8c,32.8187601197923,-96.94786877396781,12310.221412782326
